P53062,0,3,4,2,1,1,0,0,0,1,1,1,2,1,3,1,1,0,1,2,1,3,2,1,1,2,0,2,3,1,2,4,4,3,1,0,0,4,3,0,3,0,5,0,2,1,2,4,1,0,0,1,0,3,2,3,0,0,2,1,0,1,4,3,4,1,5,1,1,2,1,2,0,4,1,2,0,0,2,1,1,1,1,2,0,0,0,2,0,1,1,0,2,0,0,3,2,0,1,1,0,0,0,6,2,4,1,0,3,1,0,0,1,1,0,1,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,1,0,1,0,3,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,2,2,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0
P43598,0,4,4,3,0,0,0,0,1,1,3,6,3,3,0,0,0,0,0,15,7,1,0,2,2,1,0,1,2,5,2,1,1,1,1,1,1,3,4,9,5,4,4,2,1,1,0,0,0,1,0,1,0,1,0,0,2,0,2,2,1,1,0,0,1,0,0,3,0,1,1,0,0,0,0,1,1,1,1,1,1,1,0,4,1,0,0,2,0,4,4,1,3,0,0,2,2,0,3,0,0,0,0,0,1,0,1,1,1,0,0,0,3,0,1,0,0,0,0,0,1,0,0,1,0,0,2,0,1,2,0,0,1,2,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,3,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P53617,1,19,25,2,2,0,0,0,2,3,11,9,4,7,7,3,1,3,6,27,16,4,6,5,6,2,1,0,3,14,3,3,12,5,1,4,2,8,12,8,15,6,20,10,5,13,4,3,5,6,4,1,1,2,4,5,1,0,6,1,1,0,2,1,2,2,5,7,3,2,3,2,3,9,5,2,4,5,2,1,4,1,0,9,1,0,0,3,1,5,7,1,3,0,1,5,9,1,2,0,1,1,1,7,2,5,5,4,4,0,0,0,2,3,4,2,1,0,0,0,0,1,0,0,3,0,1,0,0,1,1,1,2,0,0,1,1,3,1,0,0,2,2,0,0,1,0,1,0,1,2,0,1,1,1,0,0,0,1,0,1,0,0,0,1,0,1,8,1,0,1,0,3,2,0,1,1,0,0,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,1,0,0,0,0,0,0,0,0
P46995,3,7,12,7,4,2,1,0,2,8,13,12,15,6,8,2,0,4,5,25,6,13,10,10,4,5,3,6,5,6,4,7,8,6,0,2,2,8,8,4,12,7,10,10,12,18,2,2,4,7,11,3,9,5,7,2,2,2,6,1,2,0,1,2,4,6,6,8,2,3,4,3,2,2,2,8,9,7,5,2,3,1,0,11,0,0,0,4,4,6,4,2,3,0,0,7,12,1,4,3,0,0,7,4,1,6,6,5,6,1,1,0,5,9,3,4,4,0,0,1,4,0,0,0,4,0,1,3,2,8,1,2,8,2,0,2,7,8,0,1,1,6,5,3,2,3,1,1,0,0,1,1,4,1,1,0,0,1,1,0,0,1,0,3,4,4,2,6,2,2,3,1,4,3,1,1,2,1,1,2,0,0,1,1,1,2,1,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
P22515,2,19,19,8,4,0,0,1,3,11,13,14,19,25,14,6,2,6,7,20,20,12,9,16,5,6,1,9,7,13,8,10,23,14,4,6,3,10,12,7,29,21,25,9,14,10,9,6,5,4,4,11,4,13,9,3,3,2,10,3,3,2,2,4,8,8,12,18,6,8,6,8,8,6,6,8,7,2,8,3,7,1,1,20,2,0,1,5,6,6,8,3,3,0,0,10,13,2,5,1,1,0,4,19,9,10,7,8,7,1,0,0,5,6,8,1,1,2,2,0,0,0,6,1,2,0,0,0,2,0,1,0,1,3,4,1,4,2,1,0,0,7,3,3,3,6,5,0,5,2,1,2,7,0,0,0,0,0,2,0,0,1,2,1,2,0,2,3,3,2,0,3,3,2,2,0,0,2,0,1,0,0,0,3,1,3,0,0,0,0,0,1,3,0,0,0,2,1,1,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0
P41546,0,9,8,0,0,0,0,0,2,1,2,3,4,1,1,0,0,0,1,9,5,4,2,5,3,1,0,1,4,6,0,1,3,2,1,1,3,2,5,5,8,4,9,5,4,3,0,0,2,1,2,2,1,0,0,0,3,1,0,0,1,1,0,0,0,1,1,7,2,3,1,2,1,1,0,3,4,0,0,0,0,0,0,6,1,0,0,1,1,1,0,1,1,1,1,4,3,0,1,0,0,0,1,0,2,1,2,0,2,0,0,0,2,2,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,2,0,1,0,3,0,2,3,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,1,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
P35172,2,12,19,9,1,1,3,0,4,2,10,15,14,6,4,2,2,2,4,15,16,7,4,7,2,3,2,7,7,16,14,8,9,7,5,5,4,9,6,7,14,12,18,9,6,7,3,2,4,6,6,12,3,8,4,4,4,3,10,2,1,1,2,2,3,2,10,9,8,6,8,6,7,9,3,9,2,2,6,5,2,1,0,8,1,0,0,5,3,10,9,3,8,1,0,6,11,6,5,0,0,0,3,8,5,7,3,3,3,2,0,1,4,6,4,2,2,4,5,1,1,0,5,3,2,2,0,0,1,5,0,0,4,4,0,3,3,3,3,1,1,3,7,3,2,7,4,0,3,1,0,3,5,0,0,1,0,2,2,1,2,0,2,2,1,1,0,2,2,2,0,1,1,1,3,0,0,3,2,0,0,0,0,3,1,2,0,0,0,0,0,0,1,2,1,0,0,0,0,2,0,1,0,0,2,0,0,0,0,0,1,0,0,0,0,0
P40317,2,20,16,6,1,0,0,1,3,9,9,16,9,17,13,5,4,7,5,67,26,15,9,14,3,5,4,10,11,26,5,4,11,7,8,8,3,7,10,14,20,9,17,10,11,14,1,4,4,6,4,5,7,8,8,3,2,3,6,7,3,0,3,1,7,6,8,9,5,3,5,3,3,3,3,4,5,6,7,0,6,0,0,15,1,0,0,4,3,9,9,3,1,0,0,9,10,0,5,1,2,1,7,13,3,14,5,5,5,2,0,0,4,4,2,2,1,2,0,0,0,0,0,0,3,0,0,2,2,3,1,2,5,1,0,2,10,2,2,0,0,5,2,2,1,1,0,0,1,1,1,3,4,0,0,1,3,1,3,2,1,1,2,2,1,0,1,1,2,1,0,4,3,2,3,1,0,1,0,0,0,0,0,1,1,0,0,2,1,0,3,3,2,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
Q04697,1,10,7,4,0,1,0,1,2,2,8,4,7,8,2,2,0,5,5,14,6,7,3,8,3,2,2,1,2,6,3,4,11,2,3,1,1,1,2,7,5,8,7,4,5,8,2,0,1,3,2,2,2,6,5,0,4,0,3,1,0,1,3,2,4,3,4,3,6,2,3,2,3,2,4,2,1,3,3,2,3,0,2,4,1,1,0,1,0,1,1,0,5,1,0,1,2,1,1,0,0,0,2,6,4,5,2,0,3,1,0,0,3,2,1,0,0,2,2,0,0,2,0,1,3,1,0,0,1,0,1,1,7,1,3,1,1,3,0,0,0,4,1,1,1,1,0,0,1,1,1,3,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,2,0,1,1,2,2,3,1,0,0,2,0,0,0,0,0,0,0,0,0,3,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
P38819,0,5,4,1,0,1,0,0,0,1,0,4,3,5,3,4,1,1,2,1,4,0,1,2,0,0,2,3,3,3,2,3,5,3,1,2,3,4,3,3,5,3,3,0,3,3,0,2,1,2,1,0,1,5,2,0,2,0,1,1,0,1,2,0,1,1,2,3,0,1,0,0,1,2,2,1,2,2,0,0,2,0,0,5,1,0,0,2,0,2,0,1,1,0,0,0,3,0,2,1,0,0,2,2,1,0,0,1,3,0,0,0,1,3,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,1,0,1,3,0,0,0,0,2,0,1,2,1,2,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,2,1,0,1,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q99258,2,6,7,0,0,0,0,0,0,1,3,4,2,2,2,1,0,0,1,8,3,2,2,4,0,1,2,0,0,6,1,1,5,3,0,0,0,0,2,5,5,4,4,4,0,6,0,1,1,1,0,2,2,1,3,1,0,1,2,3,0,1,0,2,0,0,5,5,1,1,3,0,0,2,1,2,2,0,0,0,0,0,0,2,0,0,0,0,0,1,1,2,2,0,1,2,0,0,0,2,0,0,0,2,1,4,0,0,0,0,0,0,4,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,2,0,0,1,2,0,0,0,0,2,2,1,0,1,0,0,0,0,1,0,0,0,1,0,2,1,1,1,0,1,1,0,0,1,0,1,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,1,0,1,0,0,1,0,0,0
P39928,4,36,33,11,2,0,0,0,2,5,17,20,13,21,14,8,2,9,9,56,27,9,10,15,3,4,1,6,10,27,14,8,26,10,2,4,2,13,17,20,20,22,34,15,12,13,2,2,9,6,3,8,4,12,13,4,7,1,11,4,4,3,5,2,8,5,23,22,9,5,7,11,4,10,8,8,4,9,14,4,13,1,0,23,2,0,0,3,3,11,11,4,12,0,1,12,20,3,3,0,0,0,7,26,6,20,5,3,7,3,0,1,5,9,6,1,2,0,2,0,1,2,1,1,5,1,1,0,3,2,1,1,5,3,1,3,8,6,1,0,0,12,3,2,2,1,1,0,1,1,0,2,3,0,0,1,2,2,1,1,1,0,2,3,2,1,2,2,2,0,1,3,6,0,1,0,2,2,0,0,1,0,0,4,1,1,1,1,1,0,2,1,1,1,1,0,2,0,0,1,0,0,0,1,2,0,0,0,0,1,1,0,1,0,0,0
Q08232,0,10,9,1,0,1,0,2,0,1,2,4,2,2,1,11,3,1,4,27,8,0,3,3,2,2,0,0,0,10,1,2,2,1,1,3,1,0,4,4,8,1,8,6,0,3,2,0,0,1,2,2,1,1,1,0,0,3,2,1,1,1,2,2,1,1,10,6,2,5,4,5,4,3,1,3,1,1,0,3,2,0,0,2,0,0,0,4,4,0,2,1,1,0,0,1,4,1,1,0,0,0,3,8,1,10,3,0,0,1,0,1,0,1,0,0,0,1,2,1,0,0,1,1,1,0,0,0,3,0,0,0,0,2,3,2,2,0,0,0,0,2,1,2,1,0,0,0,1,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
P37020,3,24,29,6,5,0,0,0,3,2,6,8,6,6,6,14,10,6,9,33,6,7,6,9,4,8,3,2,4,8,6,4,7,1,1,3,3,3,4,2,6,9,27,7,3,13,1,3,2,2,3,2,10,4,5,5,4,2,7,3,0,3,6,7,2,3,25,9,2,2,9,18,9,9,6,5,2,2,5,3,7,0,1,10,2,2,2,4,2,4,4,3,9,1,2,3,7,3,3,2,0,0,3,13,2,23,4,5,6,1,0,0,1,1,2,1,1,0,1,2,0,1,2,0,2,0,0,1,3,1,0,0,4,2,1,6,4,1,1,0,1,2,5,6,7,3,0,0,1,2,5,0,4,3,2,0,0,1,1,0,0,2,1,0,3,1,1,1,1,3,1,3,5,2,2,2,0,3,0,0,0,0,0,2,1,0,1,2,0,1,1,3,1,1,1,1,0,0,0,1,0,1,1,0,1,0,2,1,0,0,1,1,0,1,0,0
Q12100,0,13,13,11,1,1,0,2,2,6,13,7,11,7,9,1,2,3,3,34,10,9,7,4,2,3,2,7,11,12,8,5,6,4,1,3,1,6,14,12,11,6,13,14,6,10,5,2,6,8,4,3,7,6,6,1,5,1,10,1,1,1,0,2,2,4,4,8,5,5,2,1,1,1,2,5,4,4,4,3,2,0,0,6,0,0,0,0,4,2,5,1,2,1,2,6,5,2,1,1,0,0,6,7,2,7,0,1,4,1,1,0,7,2,1,1,0,1,0,0,1,1,0,0,3,0,1,0,3,9,0,0,2,1,1,2,4,2,0,0,0,4,1,0,1,1,0,1,0,2,0,0,0,1,0,1,0,0,2,1,0,2,2,0,2,0,1,4,2,2,2,1,2,2,1,0,0,3,1,0,0,0,1,0,2,1,0,0,0,0,3,0,1,0,0,1,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
Q04847,1,10,9,6,4,3,1,1,3,1,1,4,3,10,11,2,4,4,6,5,6,7,9,6,2,2,0,4,5,9,3,4,6,11,3,8,4,2,5,2,4,8,12,6,7,6,2,2,0,3,3,2,4,5,4,6,8,0,5,1,2,0,3,3,9,6,9,10,6,1,2,2,1,3,1,5,0,2,5,3,5,1,0,11,1,0,0,5,2,3,1,0,7,0,1,2,9,1,3,1,0,0,6,9,0,6,1,4,4,1,0,1,1,6,2,2,0,2,1,2,2,2,0,1,4,1,1,1,0,3,0,1,6,2,1,3,3,4,2,0,0,1,4,4,2,3,3,2,1,0,1,1,2,0,1,1,1,0,0,1,2,1,0,0,1,2,1,1,1,2,0,1,1,2,2,0,1,2,1,1,0,0,0,0,0,0,1,1,0,0,0,1,1,0,2,0,0,0,1,0,2,0,0,0,2,0,0,0,0,0,2,1,0,0,1,0
P39720,2,23,24,6,1,3,1,2,2,7,15,17,14,13,11,10,3,7,7,34,19,10,9,19,6,6,3,7,6,24,9,7,14,11,5,6,4,4,6,9,20,11,21,10,16,5,6,1,6,3,2,7,7,9,9,2,6,3,10,3,2,5,7,2,5,7,17,13,5,3,1,3,4,6,5,13,6,6,9,3,12,3,2,14,2,0,1,8,3,8,9,3,8,0,2,8,8,5,3,4,1,3,9,16,5,12,2,2,7,0,1,3,8,12,7,2,2,2,3,1,1,2,7,0,0,1,0,4,3,2,3,2,4,1,1,3,2,7,2,0,0,4,5,2,3,1,4,1,6,3,1,3,0,0,0,1,1,1,2,1,0,1,1,2,1,5,5,11,4,4,2,3,4,2,3,2,2,6,0,0,0,0,1,5,1,1,3,1,0,0,2,1,2,2,2,0,1,0,1,1,2,0,1,2,2,0,1,1,0,2,0,1,0,1,0,0
P29295,2,8,10,5,2,2,0,1,2,7,12,7,13,5,4,2,1,0,3,16,11,9,6,5,3,3,3,2,3,7,3,5,1,2,2,2,0,4,3,6,11,4,6,4,6,11,3,2,2,8,3,4,0,5,4,1,2,1,2,0,1,0,2,1,5,5,7,7,5,1,3,2,4,1,1,3,2,4,4,2,1,0,0,8,1,0,0,0,5,1,7,1,1,0,1,1,8,1,2,0,1,2,2,3,4,3,5,2,3,1,1,1,2,3,2,1,1,1,0,1,0,1,0,2,3,1,0,1,0,2,0,0,1,1,1,5,6,1,1,0,0,7,1,1,3,2,2,1,3,1,3,1,1,0,0,0,1,0,0,0,1,0,2,1,0,0,0,2,2,2,0,3,4,4,0,1,0,1,0,0,0,0,0,2,1,2,0,1,0,0,1,0,1,0,1,0,2,4,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
P22213,0,19,18,6,1,0,1,1,1,4,10,10,6,12,8,7,3,3,4,22,13,16,6,15,5,6,0,7,5,13,5,6,15,5,5,5,4,9,12,9,10,16,18,10,14,10,3,2,4,7,3,2,7,4,6,2,1,2,7,1,0,1,4,4,3,1,10,14,1,5,4,3,1,1,2,3,1,3,6,2,3,1,1,10,2,1,0,8,4,5,4,0,1,0,1,5,17,0,3,0,0,0,2,7,3,9,2,1,3,1,1,0,3,3,2,1,0,3,2,0,2,3,1,0,0,0,0,0,0,0,0,0,2,0,3,2,5,4,0,1,0,3,1,2,1,1,0,0,0,0,0,3,3,0,2,0,0,1,1,0,0,0,0,1,0,1,1,0,1,0,1,3,1,1,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0
Q12486,0,3,3,4,1,0,0,0,1,1,0,0,2,2,5,2,1,0,1,2,2,1,6,3,0,1,1,1,4,2,3,1,3,6,0,1,0,3,3,3,5,4,4,3,0,0,0,0,0,0,1,4,3,1,2,0,1,0,3,2,0,2,0,1,1,1,2,6,0,4,1,2,0,0,1,1,2,2,3,0,0,0,0,6,1,0,0,1,0,1,1,0,0,0,0,5,6,0,1,2,1,0,1,1,0,4,0,0,2,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,2,1,0,0,0,1,0,1,0,1,0,3,1,1,0,0,0,0,0,0,1,0,2,0,0,0,0,1,2,2,1,0,1,3,0,3,1,1,0,0,0,1,0,0,2,2,0,0,0,0,0,0,1,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,1,1,0,0,0,0
P21965,1,4,4,6,1,2,1,1,2,3,8,5,3,5,6,3,1,4,4,5,10,2,3,0,1,2,1,3,0,4,3,8,8,7,2,4,2,1,7,6,5,3,6,4,5,4,3,3,1,3,5,3,4,3,3,1,2,1,3,0,1,0,1,0,3,5,2,3,3,2,3,5,1,3,2,3,2,2,3,0,3,0,0,5,1,0,0,0,1,5,3,1,3,0,1,2,2,1,2,0,0,1,3,5,4,3,2,2,1,1,0,0,0,5,3,0,0,2,0,0,0,0,0,0,2,1,1,0,1,0,0,0,2,2,0,0,2,2,0,0,0,4,3,2,0,1,3,0,2,2,0,1,3,0,0,0,1,1,2,2,0,0,0,1,2,0,1,0,2,1,0,0,0,1,1,1,1,1,0,1,0,0,0,3,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
P48568,1,4,2,3,0,0,0,2,1,3,5,4,6,1,2,2,1,3,4,9,6,5,2,1,1,1,0,2,3,7,1,1,1,3,4,1,1,2,3,3,6,4,2,5,3,13,2,1,2,4,1,0,1,4,2,1,3,1,1,0,0,1,1,0,0,0,2,5,2,2,1,2,2,4,0,1,1,4,3,1,1,0,1,6,0,0,0,2,0,3,3,1,2,0,0,3,7,2,1,1,0,1,1,1,4,2,1,0,2,1,1,0,2,0,2,1,0,1,0,0,0,0,0,0,1,0,0,0,1,2,0,0,0,0,1,2,5,0,0,0,0,2,1,1,1,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,2,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
